words_list,labels
"['I' 'am' 'a' 'Bangladeshi' '.' 'but' 'really' 'wanted' 'to' 'see' 'this'
 'movie' '.' 'coz' 'it' 'is' 'a' 'untold' 'story' 'of' 'a' 'legend' '.'
 'Love' 'u']","['lang1' 'lang1' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']"
"['Chalte' 'raho' 'virat' 'jee' 'or' '264' 'is' 'recod' 'ko' 'tor' 'ke'
 'age' 'nilakna' 'hai' 'odi' '..' 'recod']","['lang2' 'lang2' 'name' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang1']"
['So' 'so' 'disappointed' 'in' 'Sturridge' '#LFC'],['lang1' 'lang1' 'lang1' 'lang1' 'name' 'name']
"['Oye' 'balle' 'balle' '......' 'India' 'won' '#IndvsPak' '...'
 'Celebration' 'time' '..' '♥♥♥♥']","['lang2' 'lang2' 'lang2' 'other' 'name' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'other' 'other']"
"['our' 'modi' 'saab' 'is' 'the' 'greatest' 'allrounder' 'we' 'ever' 'had'
 'same' 'spirit' 'same' 'zeal']","['lang1' 'name' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
"['US' 'slaps' 'sanctions' 'on' 'eight' 'North' 'Korean' 'banks' ',' '26'
 'executives']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'lang1']"
['Qk' 'As' 'main' 'ap' 'be' 'hogy' 'arbz' 'bahi' 'be' 'hogy'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
"['@HimanshuDelhiOn' '@NitinAgarwalBJP' 'The' 'latest' 'minister' 'Anant'
 'Hegde' '..' 'Just' 'an' 'example' '!' '😂😂😂😂😂😂😂😂😂😂😂😂']","['other' 'other' 'lang1' 'lang1' 'lang1' 'name' 'name' 'other' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
"['#IndvsPak' 'Bhakht' '(' 'HDL' '/' 'Hindu' 'mahasabha' ')' 'deekh' 'loh'
 'SHAMI' 'ne' 'wicket' 'liyah' 'hain' 'abh' 'to' 'desh' 'pe' 'khatra'
 'nahin' 'hain']","['lang1' 'lang2' 'other' 'name' 'other' 'name' 'name' 'other' 'lang2' 'lang2'
 'name' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']"
"['What' 'a' 'dress' ',' 'dear' 'Prime' 'minister' '..' '..' 'U' 'r' 'the'
 'trend' 'setter' '..' '..']","['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['@PowerPlayWorld' 'heard' 'shoib' 'akhtars' 'interview' 'post'
 'Pakistan-West' 'Indies' 'match' '?' ""'"" 'misbah' 'match' 'ki' 'summary'
 'de' 'raha' 'hai' '?!' ""'""]","['other' 'lang1' 'name' 'name' 'lang1' 'lang1' 'name' 'name' 'lang1' 'other'
 'other' 'name' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
['@FazilRafi' 'Thankfully' 'turned' 'out' 'well' '☺' '️'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
"['Mai' 'jrur' 'dekhungi' 'ye' 'movie' 'Sallu' '..' '..' '{' 'Sorry'
 'Sallu' '}']","['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'name' 'other' 'other' 'other'
 'lang1' 'name' 'other']"
"['Salman' 'bhai' 'big' 'boss' '10' 'ka' 'first' 'look' 'full' 'ek'
 'number' 'fantastic' 'hai' 'and' 'you' 'are' 'the' 'best'
 '#beingsalmankhan' 'and' 'we' 'are' 'very' 'happy' 'and' 'excited' 'that'
 'you' 'going' 'to' 'host' '#bigboss10' 'agian' 'that' ""'s"" 'aweosme']","['name' 'lang2' 'lang1' 'lang1' 'other' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1']"
['Mulle' 'Ko' 'Hum' 'Hindu' 'Support' 'Nahi' 'Karte'],['lang2' 'lang2' 'lang2' 'name' 'lang1' 'lang2' 'lang2']
"['Sounds' 'fake' '.' 'Dont' 'believe' 'everything' 'you' 'read' 'on' 'the'
 'internet']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
"['Sir' 'mne' 'kbhi' 'bhi' 'B' ""'day"" 'nhi' 'mnaya' ';' '21' 'saal' 'ho'
 'gye']","['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'
 'other' 'lang2' 'lang2' 'lang2']"
"['hahaha' 'hillarious' ',' 'i' 'think' 'forget' 'abt' 'the' 'rhino' ','
 'think' 'abt' 'the' 'ppl' 'living' 'on' 'foot' 'paths' 'all' 'over' 'the'
 'india' '..' '..' '..' '.' 'Ghalib' 'had' 'said' '""""""""' 'Do' 'gaz'
 'zamee' 'ke' 'badle' 'bayabaan' 'bura' 'nahi' '""""""""']","['other' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'other' 'other' 'other' 'other' 'name' 'lang1'
 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
"['D-Dyanamic' 'H-Hero' 'O-o' 'f' 'N-Nation' 'I-India' 'Dhoni' 'is'
 'Indian' 'lucky' 'most' 'successful' 'Captain' 'cool']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'name' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1']"
"['we' 'will' 'watch' 'this' 'movie' 'only' 'for' 'mahendra' 'singh'
 'dhoni' 'not' 'for' 'sushant' 'singh' 'cz' 'director' 'cast' 'him' 'bcz'
 'of' 'he' 'is' 'looking' 'like' 'dhoni' 'his' 'face' 'cut' 'nose' 'body'
 'language' 'is' 'like' 'dhoni' 'so' 'he' 'is' 'not' 'hero' 'ms' 'dhoni'
 'is' 'the' 'hero' 'of' 'this' 'film' 'not' 'sushant' 'singh' 'also' 'we'
 'will' 'watch' 'it' 'for' 'awesome' 'director' 'neeraj' 'panday' 'we' 'r'
 'waiting' 'for' 'dhoni' ""'s"" 'untold' 'story' 'obviously' 'story' 'of'
 'this' 'great' 'guy' 'will' 'great' 'how' 'many' 'r' 'waiting' 'for' 'MS'
 'dhoni' 'movie']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'name'
 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1']"
['@UIDAI' 'Why' 'not' 'link' 'vehicle' 'registration' 'number' 'also'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
['^exactly' '...' 'fake' 'confession' '!' ':-/'],['lang1' 'other' 'lang1' 'lang1' 'other' 'other']
"['A' 'hero' 'is' 'always' 'on' 'top' 'but' 'this' 'hero' 'is' 'always'
 'stay' 'in' 'fans' 'heart' 'that' ""'s"" 'viral' 'and' 'his' 'fans']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
"['@GINNIEMAHAJAN' 'Are' 'wah' 'u' 'were' 'in' 'dwarka' '-' 'will' 'u' 'b'
 'coming' 'again' '?']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'name' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['Looking' 'great' 'Aap' 'aisa' 'aur' 'kya' 'karna' 'chahte' 'ho' 'Jo'
 'aapne' 'Abhi' 'take' 'nahi' 'Kiya' '??' '?']","['lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
"['bhai' 'mja' 'aa' 'gya' 'spcl' 'bolt' 'ko' 'jo' 'aapne' '22' 'runs'
 'mare' '..' '.' 'wow' '..' '..' 'skl' 'dekhne' 'layk' 'thi' 'bolt' 'ki'
 '..' '.' '@']","['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'name' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'other' 'other' 'lang1' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'other' 'other' 'other']"
"['@BagatManmohan' 'I' 'think' 'somebody' 'give' 'u' 'money' 'to' 'post'
 'post' 'like' 'these']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
"['Sir' ',' 'I' 'have' 'only' 'watched' 'you' 'multiple' 'times' 'in' 'a'
 'single' '50' 'minutes' 'video' 'recording' 'of' 'a' 'parliament'
 'debate' 'and' 'I' 'fell' 'in' 'love' 'with' 'your' 'ideologies' '.' 'My'
 'forefather' 'was' 'from' 'some' 'place' 'in' 'India' '(' 'brought' 'to'
 'Fiji' 'as' 'indentured' 'slaves' ')' 'and' 'I' 'totally' 'have'
 'uttermost' 'respect' 'for' 'you' 'in' 'the' 'way' 'that' 'in' 'that'
 'debate' 'how' 'you' 'stated' 'that' 'the' 'lives' 'of' 'farmers' 'need'
 'to' 'be' 'improved' 'as' 'they' 'have' 'always' 'been' 'the' 'lifeblood'
 'of' 'India' 'for' 'generations' '.' 'Also' ',' 'ironing' 'out'
 'corruption' 'has' 'not' 'gone' 'unnoticed' '.' 'Well' 'done' 'Sir' '.']","['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'other' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1'
 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']"
"['Priyanka' ',' 'you' 'are' 'the' 'most' 'delightful' 'girl' 'of' 'them'
 'all' '.']","['name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['#290' '[\\\\m/]' ':' 'I' 'used' 'to' 'buy' '\\' '""""""""""""""""""""""""""""""""""""""""""""'
 'pussy\\' '""""""""""""""""""""""""""""""""""""""""""""' 'cat' 'toffee' 'regularly' 'before'
 'I' 'came' 'to' 'IIT' '.' 'Now' 'I' 'despise' 'the' 'stuff' '...' '#DC'
 '++' 'changed' 'my' 'life' '.']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'other']"
['Love' 'you' 'salman' 'bhai'],['lang1' 'lang1' 'name' 'lang2']
"['Happy' 'birthday' 'farhan' '..' '.' 'my' 'kids' 'and' 'I' 'love'
 'watching' '3' 'idiots' ',' 'it' ""'s"" 'like' 'almost' 'everyday' 'we'
 'are' 'watching' 'it' '.' 'One' 'of' 'the' 'best' 'film' 'we' 'have'
 'ever' 'watched' '.']","['lang1' 'lang1' 'name' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['I' 'believe' 'an' 'incomplete' 'confession' 'is' 'an' 'inconclusive'
 'confession' '.' 'The' 'guy' 'is' 'only' 'stating' 'the' 'obvious' '?'
 'you' 'have' 'to' 'score' 'enough' 'to' 'pass' 'anyway' 'otherwise' 'how'
 'else' 'will' 'you' 'graduate' '?' ';-)']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['#dontendswabhimaan' '#saveswabhimaan' '#WEWANTSWABHIMAAN'
 '@rajcheerfull' '@colorstv' 'change' 'the' 'time' 'slot' 'instead' 'but'
 'please' 'do' ""n't"" 'end' 'swabhimaan']","['lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name']"
"['please' 'my' 'indian' 'people' 'we' 'wanted' 'this' 'year' 'join' 'in'
 'Indian' 'all' 'the' 'river' 'join' 'this' 'year' 'other' 'ways' 'wr'
 'lost' 'all' 'the' 'agriculture' '..' 'and' 'more' 'people' 'die' '..'
 '.' 'please' 'be' 'successful' 'in' 'the' 'year' '..' 'PM' 'Modi' 'with'
 'us' 'please' 'share' '..']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['Jiyo' 'virat' 'but' 'har' 'match' 'mai' 'century' 'maro' 'yar' 'mai'
 'bhot' 'bada' 'fan' 'hu' 'apka' 'jab' 'koi' 'tumare' 'bare' 'mai' 'kuch'
 'galat' 'bolta' 'hai' 'to' 'meri' 'gand' 'jalti' 'hai' 'wish' 'u' 'best'
 'of' 'luck' 'virat' 'team' 'india' 'love' 'you' 'a' 'big' 'bigger' 'fan']","['lang2' 'name' 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
"['Hei' 'Priyanka' 'Chopra' 'You' 'have' 'a' 'lot' 'of' 'money' 'Are' 'you'
 'doing' 'anything' 'for' 'mistreatment' 'of' 'animals' 'in' 'India' 'or'
 'anywhere' 'else' '?' 'Are' 'you' 'doing' 'anything' 'to' 'help' 'old'
 'and' 'helpless' 'people' 'and' 'poor' 'people' 'who' 'need' 'help' '?']","['other' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['Yar' 'Saturday' 'ko' 'kon' 'kaam' 'krta' 'hai' '..' 'ullu' 'k' 'phatay'
 '😠' 'I' 'can' 'watch' 'Pakistan' 'loosing' 'at' 'home' 'not' 'in'
 'fucking' 'office' '😩']","['lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['@kamaalrkhan' 'Creepy' 'one' '😁😁'],['other' 'lang1' 'lang1' 'other']
"['The' 'ms' 'dhoni' 'is' 'the' 'best' 'captain' 'in' 'the' 'world' 'so'
 'I' 'like' 'u' 'sir' 'I' 'love' 'ur' 'game' 'sir' 'gn']","['lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
['Gud' 'Luck' '@imVkohli' 'Bhai' '--' '-' 'iam' '-' '@imSSumit'],['lang1' 'lang1' 'name' 'lang2' 'other' 'other' 'lang1' 'other' 'name']
"['welldone' 'Virat' 'jiii' 'wish' 'u' 'all' 'the' 'best' 'for' 'nxt' 'od'
 ',' 's' 'we' 'all' 'luv' 'u']","['lang1' 'name' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
"['HowlnWolfMan' 'Hi' 'Steven' '.' 'Are' 'you' 'getting' 'a' 'specific'
 'error' 'message' '?' 'Give' 'us' 'the' 'exact' 'wording' '&' 'we' ""'ll""
 'look' 'into' 'it' '.' '#Google']","['lang1' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1']"
['@doc_veer8' '@dr_tushar_mehta' 'Best' 'wishes' '!'],['other' 'other' 'lang1' 'lang1' 'other']
"['A' 'person' 'and' 'a' 'nation' 'cant' 'be' 'a' 'good' 'friend' 'for'
 'all' 'for' 'the' 'same' 'time' '.' 'You' 'can' 'fool' 'some' 'of' 'the'
 'people' 'all' 'the' 'time' 'but' 'not' 'all' 'the' 'people' '.' 'Modi'
 ""'s"" 'relations' 'are' 'not' 'sustainable' '.' 'We' 'should' 'be' 'able'
 'to' 'understand' 'the' 'fact' '.' 'And' 'sometimes' 'things' 'dont'
 'appear' 'to' 'be' 'fact' 'until' 'the' 'time' 'comes' '.' 'RIP-foreign'
 'policy' 'of' 'Indian' 'PM' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['Come' 'to' 'Islamic' 'path' '..' '.' 'Because' 'it' 'is' 'only' 'real'
 'path' '..' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['@codeoholic' '@yashchandy' 'Yes' '.' 'While' 'you' 'are' 'at' 'it' ','
 'make' 'some' 'desi' 'in' 'videshi' 'videos' 'to' 'inspire' 'our' 'lad'
 '@sanmeetsingh' 'too']","['other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1']"
"['Sab' 'nafisa' 'ka' 'chamcha' 'hain' '..' 'Nafisa' 'k' 'age' 'piche'
 'ghurte' 'hain' '..' 'Ekdin' 'socha' 'tha' 'tum' 'sab' 'mere' 'friend'
 'ho' '..' '..' 'Agar' 'tum' 'log' 'na' 'bolo' 'phirbhi' 'samajh' 'jata'
 'hu' '.' 'tum' 'log' 'mere' 'sath' 'eisa' 'karoge' 'socha' 'nehi' 'tha'
 'chi' 'sadia' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'name' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
"['@HDFCBank_Cares' '#' 'As' 'per' 'TRAI' 'reminder' 'calls' 'or'
 'reminder' 'sms' 'related' 'to' 'any' 'loans' 'timings' 'are' 'from'
 '9am' 'to' '6pm' 'and' 'not' 'after' '6pm' '.']","['other' 'other' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['congrats' 'for' 'series' 'win' '&' 'ur' 'first' 'clean' 'swip' 'as' 'a'
 'captaincy' '..' '..' '&' 'best' 'of' 'luck' 'for' 'ODI' 'series' '..'
 '..']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['Sir' 'ya' 'kya' 'hai' '..' '..' 'do' 'log' 'i' 'know' 'galat' 'bhi' 'ho'
 'toh' 'bhi' 'Swamiji' 'ya' 'mona' 'ko' 'kyu' 'baar' 'baar' 'jail']","['lang1' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
['We' 'are' 'proud' 'of' 'you' '..' '..' 'Team' 'Kabbdi'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang2']
"['good' 'job' 'Aamir' 'Khan' '..' '..' 'you' 'are' 'always' 'a' 'source'
 'of' 'inspiration' 'for' 'me' '..' '.' 'As' 'maulana' 'Tariq' 'Jameel'
 'is' 'also' 'very' 'much' 'inspired' 'of' 'you' '..' '..' '.']","['lang1' 'lang1' 'name' 'name' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'fw' 'fw' 'name'
 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'other']"
"['Jai' 'jai' 'shree' 'radhe' 'bol' 'vrandavan' 'bihari' 'lal' 'ki' 'jai'
 'My' 'dear' 'prime' 'minister' 'Our' 'wishes' 'that' 'aap' 'apni'
 'ichchhashakti' 'aur' 'manobal' 'ko' 'badaye' 'manav' 'jati' 'ki'
 'raksha' 'kare' '.' 'Mai' 'aapka' 'deshwashi' 'putra' 'sandeep' 'kumar']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'name' 'name']"
"['I' 'was' 'in' 'the' 'same' 'class' ',' 'same' 'lab' 'as' 'this' 'dude'
 '...' 'I' 'have' 'a' 'copy' 'of' 'this' 'paper' '.' 'This' 'sort' 'of'
 'thing' 'was' 'de' 'rigeur' 'while' 'we' 'were' 'on' 'campus' '.' 'I'
 'gather' 'none' 'of' 'this' 'happens' 'anymore' '?' '~' 'Ed']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'name']"
